species_name,genome_file_name,cds_file_name,gff_file_name,original_name,cds_url,genome_url,proteome_url,gff_url,source,gff_urls
alternaria_hordeiaustralica,alternaria_hordeiaustralica_genomic.fna,alternaria_hordeiaustralica_cds_from_gff.fna,alternaria_hordeiaustralica.gff,alternaria_hordeiaustralica,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023758085.1/download?include_annotation_type=CDS_FASTA"" --output alternaria_hordeiaustralica_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023758085.1/download?include_annotation_type=GENOME_FASTA"" --output alternaria_hordeiaustralica_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023758085.1/download?include_annotation_type=PROT_FASTA"" --output alternaria_hordeiaustralica_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023758085.1/download?include_annotation_type=GENOME_GFF"" --output alternaria_hordeiaustralica_gff_download.zip",NCBI,
alternaria_novae,alternaria_novae_zelandiae_genomic.fna,alternaria_novae_zelandiae_cds_from_gff.fna,alternaria_novae_zelandiae.gff,alternaria_novae_zelandiae,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023758075.1/download?include_annotation_type=CDS_FASTA"" --output alternaria_novae_zelandiae_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023758075.1/download?include_annotation_type=GENOME_FASTA"" --output alternaria_novae_zelandiae_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023758075.1/download?include_annotation_type=PROT_FASTA"" --output alternaria_novae_zelandiae_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023758075.1/download?include_annotation_type=GENOME_GFF"" --output alternaria_novae_zelandiae_gff_download.zip",NCBI,
alternaria_ventricosa,alternaria_ventricosa_genomic.fna,alternaria_ventricosa_cds_from_gff.fna,alternaria_ventricosa.gff,alternaria_ventricosa,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023758065.1/download?include_annotation_type=CDS_FASTA"" --output alternaria_ventricosa_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023758065.1/download?include_annotation_type=GENOME_FASTA"" --output alternaria_ventricosa_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023758065.1/download?include_annotation_type=PROT_FASTA"" --output alternaria_ventricosa_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023758065.1/download?include_annotation_type=GENOME_GFF"" --output alternaria_ventricosa_gff_download.zip",NCBI,
alternaria_triticimaculans,alternaria_triticimaculans_genomic.fna,alternaria_triticimaculans_cds_from_gff.fna,alternaria_triticimaculans.gff,alternaria_triticimaculans,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023758025.1/download?include_annotation_type=CDS_FASTA"" --output alternaria_triticimaculans_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023758025.1/download?include_annotation_type=GENOME_FASTA"" --output alternaria_triticimaculans_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023758025.1/download?include_annotation_type=PROT_FASTA"" --output alternaria_triticimaculans_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023758025.1/download?include_annotation_type=GENOME_GFF"" --output alternaria_triticimaculans_gff_download.zip",NCBI,
alternaria_viburni,alternaria_viburni_genomic.fna,alternaria_viburni_cds_from_gff.fna,alternaria_viburni.gff,alternaria_viburni,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023758015.1/download?include_annotation_type=CDS_FASTA"" --output alternaria_viburni_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023758015.1/download?include_annotation_type=GENOME_FASTA"" --output alternaria_viburni_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023758015.1/download?include_annotation_type=PROT_FASTA"" --output alternaria_viburni_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023758015.1/download?include_annotation_type=GENOME_GFF"" --output alternaria_viburni_gff_download.zip",NCBI,
alternaria_metachromatica,alternaria_metachromatica_genomic.fna,alternaria_metachromatica_cds_from_gff.fna,alternaria_metachromatica.gff,alternaria_metachromatica,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023757995.1/download?include_annotation_type=CDS_FASTA"" --output alternaria_metachromatica_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023757995.1/download?include_annotation_type=GENOME_FASTA"" --output alternaria_metachromatica_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023757995.1/download?include_annotation_type=PROT_FASTA"" --output alternaria_metachromatica_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023757995.1/download?include_annotation_type=GENOME_GFF"" --output alternaria_metachromatica_gff_download.zip",NCBI,
fusarium_oligoseptatum,fusarium_oligoseptatum_genomic.fna,fusarium_oligoseptatum_cds_from_gff.fna,fusarium_oligoseptatum.gff,fusarium_oligoseptatum,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003946995.1/download?include_annotation_type=CDS_FASTA"" --output fusarium_oligoseptatum_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003946995.1/download?include_annotation_type=GENOME_FASTA"" --output fusarium_oligoseptatum_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003946995.1/download?include_annotation_type=PROT_FASTA"" --output fusarium_oligoseptatum_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003946995.1/download?include_annotation_type=GENOME_GFF"" --output fusarium_oligoseptatum_gff_download.zip",NCBI,
pestalotiopsis_sp,pestalotiopsis_sp_9143b_genomic.fna,pestalotiopsis_sp_9143b_cds_from_gff.fna,pestalotiopsis_sp_9143b.gff,pestalotiopsis_sp_9143b,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023701735.1/download?include_annotation_type=CDS_FASTA"" --output pestalotiopsis_sp_9143b_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023701735.1/download?include_annotation_type=GENOME_FASTA"" --output pestalotiopsis_sp_9143b_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023701735.1/download?include_annotation_type=PROT_FASTA"" --output pestalotiopsis_sp_9143b_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023701735.1/download?include_annotation_type=GENOME_GFF"" --output pestalotiopsis_sp_9143b_gff_download.zip",NCBI,
candida_margitis,candida_margitis_genomic.fna,candida_margitis_cds_from_gff.fna,candida_margitis.gff,candida_margitis,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_024628925.1/download?include_annotation_type=CDS_FASTA"" --output candida_margitis_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_024628925.1/download?include_annotation_type=GENOME_FASTA"" --output candida_margitis_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_024628925.1/download?include_annotation_type=PROT_FASTA"" --output candida_margitis_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_024628925.1/download?include_annotation_type=GENOME_GFF"" --output candida_margitis_gff_download.zip",NCBI,
aspergillus_affinis,aspergillus_affinis_genomic.fna,aspergillus_affinis_cds_from_gff.fna,aspergillus_affinis.gff,aspergillus_affinis,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023601865.1/download?include_annotation_type=CDS_FASTA"" --output aspergillus_affinis_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023601865.1/download?include_annotation_type=GENOME_FASTA"" --output aspergillus_affinis_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023601865.1/download?include_annotation_type=PROT_FASTA"" --output aspergillus_affinis_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023601865.1/download?include_annotation_type=GENOME_GFF"" --output aspergillus_affinis_gff_download.zip",NCBI,
colletotrichum_abscissum,colletotrichum_abscissum_genomic.fna,colletotrichum_abscissum_cds_from_gff.fna,colletotrichum_abscissum.gff,colletotrichum_abscissum,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_030869225.1/download?include_annotation_type=CDS_FASTA"" --output colletotrichum_abscissum_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_030869225.1/download?include_annotation_type=GENOME_FASTA"" --output colletotrichum_abscissum_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_030869225.1/download?include_annotation_type=PROT_FASTA"" --output colletotrichum_abscissum_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_030869225.1/download?include_annotation_type=GENOME_GFF"" --output colletotrichum_abscissum_gff_download.zip",NCBI,
colletotrichum_filicis,colletotrichum_filicis_genomic.fna,colletotrichum_filicis_cds_from_gff.fna,colletotrichum_filicis.gff,colletotrichum_filicis,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023376865.1/download?include_annotation_type=CDS_FASTA"" --output colletotrichum_filicis_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023376865.1/download?include_annotation_type=GENOME_FASTA"" --output colletotrichum_filicis_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023376865.1/download?include_annotation_type=PROT_FASTA"" --output colletotrichum_filicis_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023376865.1/download?include_annotation_type=GENOME_GFF"" --output colletotrichum_filicis_gff_download.zip",NCBI,
diaporthe_ilicicola,diaporthe_ilicicola_genomic.fna,diaporthe_ilicicola_cds_from_gff.fna,diaporthe_ilicicola.gff,diaporthe_ilicicola,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023242295.1/download?include_annotation_type=CDS_FASTA"" --output diaporthe_ilicicola_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023242295.1/download?include_annotation_type=GENOME_FASTA"" --output diaporthe_ilicicola_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023242295.1/download?include_annotation_type=PROT_FASTA"" --output diaporthe_ilicicola_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023242295.1/download?include_annotation_type=GENOME_GFF"" --output diaporthe_ilicicola_gff_download.zip",NCBI,
candida_railenensis,candida_railenensis_genomic.fna,candida_railenensis_cds_from_gff.fna,candida_railenensis.gff,candida_railenensis,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_935541525.1/download?include_annotation_type=CDS_FASTA"" --output candida_railenensis_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_935541525.1/download?include_annotation_type=GENOME_FASTA"" --output candida_railenensis_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_935541525.1/download?include_annotation_type=PROT_FASTA"" --output candida_railenensis_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_935541525.1/download?include_annotation_type=GENOME_GFF"" --output candida_railenensis_gff_download.zip",NCBI,
jackrogersella_minutella,jackrogersella_minutella_genomic.fna,jackrogersella_minutella_cds_from_gff.fna,jackrogersella_minutella.gff,jackrogersella_minutella,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578535.1/download?include_annotation_type=CDS_FASTA"" --output jackrogersella_minutella_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578535.1/download?include_annotation_type=GENOME_FASTA"" --output jackrogersella_minutella_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578535.1/download?include_annotation_type=PROT_FASTA"" --output jackrogersella_minutella_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578535.1/download?include_annotation_type=GENOME_GFF"" --output jackrogersella_minutella_gff_download.zip",NCBI,
fusarium_solani,fusarium_solani_melongenae_genomic.fna,fusarium_solani_melongenae_cds_from_gff.fna,fusarium_solani_melongenae.gff,fusarium_solani_melongenae,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023101225.1/download?include_annotation_type=CDS_FASTA"" --output fusarium_solani_melongenae_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023101225.1/download?include_annotation_type=GENOME_FASTA"" --output fusarium_solani_melongenae_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023101225.1/download?include_annotation_type=PROT_FASTA"" --output fusarium_solani_melongenae_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023101225.1/download?include_annotation_type=GENOME_GFF"" --output fusarium_solani_melongenae_gff_download.zip",NCBI,
curvularia_clavata,curvularia_clavata_genomic.fna,curvularia_clavata_cds_from_gff.fna,curvularia_clavata.gff,curvularia_clavata,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023920165.1/download?include_annotation_type=CDS_FASTA"" --output curvularia_clavata_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023920165.1/download?include_annotation_type=GENOME_FASTA"" --output curvularia_clavata_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023920165.1/download?include_annotation_type=PROT_FASTA"" --output curvularia_clavata_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023920165.1/download?include_annotation_type=GENOME_GFF"" --output curvularia_clavata_gff_download.zip",NCBI,
nemania_sp,nemania_sp_fl0916_genomic.fna,nemania_sp_fl0916_cds_from_gff.fna,nemania_sp_fl0916.gff,nemania_sp_fl0916,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578715.1/download?include_annotation_type=CDS_FASTA"" --output nemania_sp_fl0916_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578715.1/download?include_annotation_type=GENOME_FASTA"" --output nemania_sp_fl0916_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578715.1/download?include_annotation_type=PROT_FASTA"" --output nemania_sp_fl0916_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578715.1/download?include_annotation_type=GENOME_GFF"" --output nemania_sp_fl0916_gff_download.zip",NCBI,
neoarthrinium_moseri,neoarthrinium_moseri_genomic.fna,neoarthrinium_moseri_cds_from_gff.fna,neoarthrinium_moseri.gff,neoarthrinium_moseri,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022829205.1/download?include_annotation_type=CDS_FASTA"" --output neoarthrinium_moseri_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022829205.1/download?include_annotation_type=GENOME_FASTA"" --output neoarthrinium_moseri_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022829205.1/download?include_annotation_type=PROT_FASTA"" --output neoarthrinium_moseri_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022829205.1/download?include_annotation_type=GENOME_GFF"" --output neoarthrinium_moseri_gff_download.zip",NCBI,
xylaria_intraflava,xylaria_intraflava_genomic.fna,xylaria_intraflava_cds_from_gff.fna,xylaria_intraflava.gff,xylaria_intraflava,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022385655.1/download?include_annotation_type=CDS_FASTA"" --output xylaria_intraflava_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022385655.1/download?include_annotation_type=GENOME_FASTA"" --output xylaria_intraflava_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022385655.1/download?include_annotation_type=PROT_FASTA"" --output xylaria_intraflava_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022385655.1/download?include_annotation_type=GENOME_GFF"" --output xylaria_intraflava_gff_download.zip",NCBI,
poronia_punctata,poronia_punctata_genomic.fna,poronia_punctata_cds_from_gff.fna,poronia_punctata.gff,poronia_punctata,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022579005.1/download?include_annotation_type=CDS_FASTA"" --output poronia_punctata_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022579005.1/download?include_annotation_type=GENOME_FASTA"" --output poronia_punctata_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022579005.1/download?include_annotation_type=PROT_FASTA"" --output poronia_punctata_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022579005.1/download?include_annotation_type=GENOME_GFF"" --output poronia_punctata_gff_download.zip",NCBI,
daldinia_bambusicola,daldinia_bambusicola_genomic.fna,daldinia_bambusicola_cds_from_gff.fna,daldinia_bambusicola.gff,daldinia_bambusicola,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022478815.1/download?include_annotation_type=CDS_FASTA"" --output daldinia_bambusicola_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022478815.1/download?include_annotation_type=GENOME_FASTA"" --output daldinia_bambusicola_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022478815.1/download?include_annotation_type=PROT_FASTA"" --output daldinia_bambusicola_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022478815.1/download?include_annotation_type=GENOME_GFF"" --output daldinia_bambusicola_gff_download.zip",NCBI,
xylaria_castorea,xylaria_castorea_genomic.fna,xylaria_castorea_cds_from_gff.fna,xylaria_castorea.gff,xylaria_castorea,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022495115.1/download?include_annotation_type=CDS_FASTA"" --output xylaria_castorea_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022495115.1/download?include_annotation_type=GENOME_FASTA"" --output xylaria_castorea_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022495115.1/download?include_annotation_type=PROT_FASTA"" --output xylaria_castorea_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022495115.1/download?include_annotation_type=GENOME_GFF"" --output xylaria_castorea_gff_download.zip",NCBI,
hypoxylon_cercidicola,hypoxylon_cercidicola_genomic.fna,hypoxylon_cercidicola_cds_from_gff.fna,hypoxylon_cercidicola.gff,hypoxylon_cercidicola,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578845.1/download?include_annotation_type=CDS_FASTA"" --output hypoxylon_cercidicola_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578845.1/download?include_annotation_type=GENOME_FASTA"" --output hypoxylon_cercidicola_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578845.1/download?include_annotation_type=PROT_FASTA"" --output hypoxylon_cercidicola_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578845.1/download?include_annotation_type=GENOME_GFF"" --output hypoxylon_cercidicola_gff_download.zip",NCBI,
hypoxylon_sp,hypoxylon_sp_fl1150_genomic.fna,hypoxylon_sp_fl1150_cds_from_gff.fna,hypoxylon_sp_fl1150.gff,hypoxylon_sp_fl1150,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022495205.1/download?include_annotation_type=CDS_FASTA"" --output hypoxylon_sp_fl1150_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022495205.1/download?include_annotation_type=GENOME_FASTA"" --output hypoxylon_sp_fl1150_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022495205.1/download?include_annotation_type=PROT_FASTA"" --output hypoxylon_sp_fl1150_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022495205.1/download?include_annotation_type=GENOME_GFF"" --output hypoxylon_sp_fl1150_gff_download.zip",NCBI,
xylaria_scruposa,xylaria_scruposa_genomic.fna,xylaria_scruposa_cds_from_gff.fna,xylaria_scruposa.gff,xylaria_scruposa,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022385635.1/download?include_annotation_type=CDS_FASTA"" --output xylaria_scruposa_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022385635.1/download?include_annotation_type=GENOME_FASTA"" --output xylaria_scruposa_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022385635.1/download?include_annotation_type=PROT_FASTA"" --output xylaria_scruposa_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022385635.1/download?include_annotation_type=GENOME_GFF"" --output xylaria_scruposa_gff_download.zip",NCBI,
daldinia_decipiens,daldinia_decipiens_genomic.fna,daldinia_decipiens_cds_from_gff.fna,daldinia_decipiens.gff,daldinia_decipiens,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022478715.1/download?include_annotation_type=CDS_FASTA"" --output daldinia_decipiens_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022478715.1/download?include_annotation_type=GENOME_FASTA"" --output daldinia_decipiens_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022478715.1/download?include_annotation_type=PROT_FASTA"" --output daldinia_decipiens_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022478715.1/download?include_annotation_type=GENOME_GFF"" --output daldinia_decipiens_gff_download.zip",NCBI,
