species_name,genome_file_name,cds_file_name,gff_file_name,original_name,cds_url,genome_url,proteome_url,gff_url,source,gff_urls
epicoccum_nigrum,epicoccum_nigrum_genomic.fna,epicoccum_nigrum_cds_from_gff.fna,epicoccum_nigrum.gff,epicoccum_nigrum,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_002116315.1/download?include_annotation_type=CDS_FASTA"" --output epicoccum_nigrum_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_002116315.1/download?include_annotation_type=GENOME_FASTA"" --output epicoccum_nigrum_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_002116315.1/download?include_annotation_type=PROT_FASTA"" --output epicoccum_nigrum_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_002116315.1/download?include_annotation_type=GENOME_GFF"" --output epicoccum_nigrum_gff_download.zip",NCBI,
naumovozyma_dairenensis,naumovozyma_dairenensis_genomic.fna,naumovozyma_dairenensis_cds_from_gff.fna,naumovozyma_dairenensis.gff,naumovozyma_dairenensis,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000227115.2/download?include_annotation_type=CDS_FASTA"" --output naumovozyma_dairenensis_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000227115.2/download?include_annotation_type=GENOME_FASTA"" --output naumovozyma_dairenensis_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000227115.2/download?include_annotation_type=PROT_FASTA"" --output naumovozyma_dairenensis_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000227115.2/download?include_annotation_type=GENOME_GFF"" --output naumovozyma_dairenensis_gff_download.zip",NCBI,
alternaria_arborescens,alternaria_arborescens_genomic.fna,alternaria_arborescens_cds_from_gff.fna,alternaria_arborescens.gff,alternaria_arborescens,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_004154835.1/download?include_annotation_type=CDS_FASTA"" --output alternaria_arborescens_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_004154835.1/download?include_annotation_type=GENOME_FASTA"" --output alternaria_arborescens_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_004154835.1/download?include_annotation_type=PROT_FASTA"" --output alternaria_arborescens_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_004154835.1/download?include_annotation_type=GENOME_GFF"" --output alternaria_arborescens_gff_download.zip",NCBI,
tortispora_caseinolytica,tortispora_caseinolytica_genomic.fna,tortispora_caseinolytica_cds_from_gff.fna,tortispora_caseinolytica.gff,tortispora_caseinolytica,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001661475.1/download?include_annotation_type=CDS_FASTA"" --output tortispora_caseinolytica_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001661475.1/download?include_annotation_type=GENOME_FASTA"" --output tortispora_caseinolytica_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001661475.1/download?include_annotation_type=PROT_FASTA"" --output tortispora_caseinolytica_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001661475.1/download?include_annotation_type=GENOME_GFF"" --output tortispora_caseinolytica_gff_download.zip",NCBI,
oidiodendron_maius,oidiodendron_maius_genomic.fna,oidiodendron_maius_cds_from_gff.fna,oidiodendron_maius.gff,oidiodendron_maius,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000827325.1/download?include_annotation_type=CDS_FASTA"" --output oidiodendron_maius_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000827325.1/download?include_annotation_type=GENOME_FASTA"" --output oidiodendron_maius_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000827325.1/download?include_annotation_type=PROT_FASTA"" --output oidiodendron_maius_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000827325.1/download?include_annotation_type=GENOME_GFF"" --output oidiodendron_maius_gff_download.zip",NCBI,
cordyceps_fumosorosea,cordyceps_fumosorosea_genomic.fna,cordyceps_fumosorosea_cds_from_gff.fna,cordyceps_fumosorosea.gff,cordyceps_fumosorosea,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001636725.1/download?include_annotation_type=CDS_FASTA"" --output cordyceps_fumosorosea_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001636725.1/download?include_annotation_type=GENOME_FASTA"" --output cordyceps_fumosorosea_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001636725.1/download?include_annotation_type=PROT_FASTA"" --output cordyceps_fumosorosea_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001636725.1/download?include_annotation_type=GENOME_GFF"" --output cordyceps_fumosorosea_gff_download.zip",NCBI,
moelleriella_libera,moelleriella_libera_genomic.fna,moelleriella_libera_cds_from_gff.fna,moelleriella_libera.gff,moelleriella_libera,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001636675.1/download?include_annotation_type=CDS_FASTA"" --output moelleriella_libera_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001636675.1/download?include_annotation_type=GENOME_FASTA"" --output moelleriella_libera_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001636675.1/download?include_annotation_type=PROT_FASTA"" --output moelleriella_libera_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001636675.1/download?include_annotation_type=GENOME_GFF"" --output moelleriella_libera_gff_download.zip",NCBI,
metarhizium_album,metarhizium_album_genomic.fna,metarhizium_album_cds_from_gff.fna,metarhizium_album.gff,metarhizium_album,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000804445.1/download?include_annotation_type=CDS_FASTA"" --output metarhizium_album_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000804445.1/download?include_annotation_type=GENOME_FASTA"" --output metarhizium_album_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000804445.1/download?include_annotation_type=PROT_FASTA"" --output metarhizium_album_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000804445.1/download?include_annotation_type=GENOME_GFF"" --output metarhizium_album_gff_download.zip",NCBI,
sporothrix_insectorum,sporothrix_insectorum_genomic.fna,sporothrix_insectorum_cds_from_gff.fna,sporothrix_insectorum.gff,sporothrix_insectorum,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001636815.1/download?include_annotation_type=CDS_FASTA"" --output sporothrix_insectorum_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001636815.1/download?include_annotation_type=GENOME_FASTA"" --output sporothrix_insectorum_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001636815.1/download?include_annotation_type=PROT_FASTA"" --output sporothrix_insectorum_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001636815.1/download?include_annotation_type=GENOME_GFF"" --output sporothrix_insectorum_gff_download.zip",NCBI,
hirsutella_minnesotensis,hirsutella_minnesotensis_genomic.fna,hirsutella_minnesotensis_cds_from_gff.fna,hirsutella_minnesotensis.gff,hirsutella_minnesotensis,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000956045.1/download?include_annotation_type=CDS_FASTA"" --output hirsutella_minnesotensis_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000956045.1/download?include_annotation_type=GENOME_FASTA"" --output hirsutella_minnesotensis_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000956045.1/download?include_annotation_type=PROT_FASTA"" --output hirsutella_minnesotensis_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000956045.1/download?include_annotation_type=GENOME_GFF"" --output hirsutella_minnesotensis_gff_download.zip",NCBI,
drechslerella_stenobrocha,drechslerella_stenobrocha_genomic.fna,drechslerella_stenobrocha_cds_from_gff.fna,drechslerella_stenobrocha.gff,drechslerella_stenobrocha,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000525045.1/download?include_annotation_type=CDS_FASTA"" --output drechslerella_stenobrocha_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000525045.1/download?include_annotation_type=GENOME_FASTA"" --output drechslerella_stenobrocha_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000525045.1/download?include_annotation_type=PROT_FASTA"" --output drechslerella_stenobrocha_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000525045.1/download?include_annotation_type=GENOME_GFF"" --output drechslerella_stenobrocha_gff_download.zip",NCBI,
eremothecium_cymbalariae,eremothecium_cymbalariae_genomic.fna,eremothecium_cymbalariae_cds_from_gff.fna,eremothecium_cymbalariae.gff,eremothecium_cymbalariae,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000235365.1/download?include_annotation_type=CDS_FASTA"" --output eremothecium_cymbalariae_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000235365.1/download?include_annotation_type=GENOME_FASTA"" --output eremothecium_cymbalariae_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000235365.1/download?include_annotation_type=PROT_FASTA"" --output eremothecium_cymbalariae_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000235365.1/download?include_annotation_type=GENOME_GFF"" --output eremothecium_cymbalariae_gff_download.zip",NCBI,
colletotrichum_higginsianum,colletotrichum_higginsianum_genomic.fna,colletotrichum_higginsianum_cds_from_gff.fna,colletotrichum_higginsianum.gff,colletotrichum_higginsianum,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001672515.1/download?include_annotation_type=CDS_FASTA"" --output colletotrichum_higginsianum_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001672515.1/download?include_annotation_type=GENOME_FASTA"" --output colletotrichum_higginsianum_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001672515.1/download?include_annotation_type=PROT_FASTA"" --output colletotrichum_higginsianum_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001672515.1/download?include_annotation_type=GENOME_GFF"" --output colletotrichum_higginsianum_gff_download.zip",NCBI,
saitoella_complicata,saitoella_complicata_genomic.fna,saitoella_complicata_cds_from_gff.fna,saitoella_complicata.gff,saitoella_complicata,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001661265.1/download?include_annotation_type=CDS_FASTA"" --output saitoella_complicata_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001661265.1/download?include_annotation_type=GENOME_FASTA"" --output saitoella_complicata_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001661265.1/download?include_annotation_type=PROT_FASTA"" --output saitoella_complicata_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001661265.1/download?include_annotation_type=GENOME_GFF"" --output saitoella_complicata_gff_download.zip",NCBI,
thermothelomyces_thermophilus,thermothelomyces_thermophilus_genomic.fna,thermothelomyces_thermophilus_cds_from_gff.fna,thermothelomyces_thermophilus.gff,thermothelomyces_thermophilus,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000226095.1/download?include_annotation_type=CDS_FASTA"" --output thermothelomyces_thermophilus_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000226095.1/download?include_annotation_type=GENOME_FASTA"" --output thermothelomyces_thermophilus_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000226095.1/download?include_annotation_type=PROT_FASTA"" --output thermothelomyces_thermophilus_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000226095.1/download?include_annotation_type=GENOME_GFF"" --output thermothelomyces_thermophilus_gff_download.zip",NCBI,
cordyceps_militaris,cordyceps_militaris_genomic.fna,cordyceps_militaris_cds_from_gff.fna,cordyceps_militaris.gff,cordyceps_militaris,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000225605.1/download?include_annotation_type=CDS_FASTA"" --output cordyceps_militaris_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000225605.1/download?include_annotation_type=GENOME_FASTA"" --output cordyceps_militaris_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000225605.1/download?include_annotation_type=PROT_FASTA"" --output cordyceps_militaris_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000225605.1/download?include_annotation_type=GENOME_GFF"" --output cordyceps_militaris_gff_download.zip",NCBI,
pachysolen_tannophilus,pachysolen_tannophilus_genomic.fna,pachysolen_tannophilus_cds_from_gff.fna,pachysolen_tannophilus.gff,pachysolen_tannophilus,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001661245.1/download?include_annotation_type=CDS_FASTA"" --output pachysolen_tannophilus_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001661245.1/download?include_annotation_type=GENOME_FASTA"" --output pachysolen_tannophilus_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001661245.1/download?include_annotation_type=PROT_FASTA"" --output pachysolen_tannophilus_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001661245.1/download?include_annotation_type=GENOME_GFF"" --output pachysolen_tannophilus_gff_download.zip",NCBI,
hanseniaspora_valbyensis,hanseniaspora_valbyensis_genomic.fna,hanseniaspora_valbyensis_cds_from_gff.fna,hanseniaspora_valbyensis.gff,hanseniaspora_valbyensis,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001664025.1/download?include_annotation_type=CDS_FASTA"" --output hanseniaspora_valbyensis_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001664025.1/download?include_annotation_type=GENOME_FASTA"" --output hanseniaspora_valbyensis_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001664025.1/download?include_annotation_type=PROT_FASTA"" --output hanseniaspora_valbyensis_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001664025.1/download?include_annotation_type=GENOME_GFF"" --output hanseniaspora_valbyensis_gff_download.zip",NCBI,
bipolaris_sorokiniana,bipolaris_sorokiniana_genomic.fna,bipolaris_sorokiniana_cds_from_gff.fna,bipolaris_sorokiniana.gff,bipolaris_sorokiniana,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000338995.1/download?include_annotation_type=CDS_FASTA"" --output bipolaris_sorokiniana_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000338995.1/download?include_annotation_type=GENOME_FASTA"" --output bipolaris_sorokiniana_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000338995.1/download?include_annotation_type=PROT_FASTA"" --output bipolaris_sorokiniana_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000338995.1/download?include_annotation_type=GENOME_GFF"" --output bipolaris_sorokiniana_gff_download.zip",NCBI,
spathaspora_passalidarum,spathaspora_passalidarum_genomic.fna,spathaspora_passalidarum_cds_from_gff.fna,spathaspora_passalidarum.gff,spathaspora_passalidarum,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000223485.1/download?include_annotation_type=CDS_FASTA"" --output spathaspora_passalidarum_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000223485.1/download?include_annotation_type=GENOME_FASTA"" --output spathaspora_passalidarum_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000223485.1/download?include_annotation_type=PROT_FASTA"" --output spathaspora_passalidarum_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000223485.1/download?include_annotation_type=GENOME_GFF"" --output spathaspora_passalidarum_gff_download.zip",NCBI,
sphaerulina_musiva,sphaerulina_musiva_genomic.fna,sphaerulina_musiva_cds_from_gff.fna,sphaerulina_musiva.gff,sphaerulina_musiva,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000320565.1/download?include_annotation_type=CDS_FASTA"" --output sphaerulina_musiva_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000320565.1/download?include_annotation_type=GENOME_FASTA"" --output sphaerulina_musiva_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000320565.1/download?include_annotation_type=PROT_FASTA"" --output sphaerulina_musiva_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000320565.1/download?include_annotation_type=GENOME_GFF"" --output sphaerulina_musiva_gff_download.zip",NCBI,
exophiala_dermatitidis,exophiala_dermatitidis_genomic.fna,exophiala_dermatitidis_cds_from_gff.fna,exophiala_dermatitidis.gff,exophiala_dermatitidis,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000230625.1/download?include_annotation_type=CDS_FASTA"" --output exophiala_dermatitidis_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000230625.1/download?include_annotation_type=GENOME_FASTA"" --output exophiala_dermatitidis_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000230625.1/download?include_annotation_type=PROT_FASTA"" --output exophiala_dermatitidis_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000230625.1/download?include_annotation_type=GENOME_GFF"" --output exophiala_dermatitidis_gff_download.zip",NCBI,
thermochaetoides_thermophila,thermochaetoides_thermophila_genomic.fna,thermochaetoides_thermophila_cds_from_gff.fna,thermochaetoides_thermophila.gff,thermochaetoides_thermophila,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000221225.1/download?include_annotation_type=CDS_FASTA"" --output thermochaetoides_thermophila_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000221225.1/download?include_annotation_type=GENOME_FASTA"" --output thermochaetoides_thermophila_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000221225.1/download?include_annotation_type=PROT_FASTA"" --output thermochaetoides_thermophila_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000221225.1/download?include_annotation_type=GENOME_GFF"" --output thermochaetoides_thermophila_gff_download.zip",NCBI,
metarhizium_acridum,metarhizium_acridum_genomic.fna,metarhizium_acridum_cds_from_gff.fna,metarhizium_acridum.gff,metarhizium_acridum,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000187405.1/download?include_annotation_type=CDS_FASTA"" --output metarhizium_acridum_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000187405.1/download?include_annotation_type=GENOME_FASTA"" --output metarhizium_acridum_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000187405.1/download?include_annotation_type=PROT_FASTA"" --output metarhizium_acridum_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000187405.1/download?include_annotation_type=GENOME_GFF"" --output metarhizium_acridum_gff_download.zip",NCBI,
trichoderma_harzianum,trichoderma_harzianum_genomic.fna,trichoderma_harzianum_cds_from_gff.fna,trichoderma_harzianum.gff,trichoderma_harzianum,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003025095.1/download?include_annotation_type=CDS_FASTA"" --output trichoderma_harzianum_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003025095.1/download?include_annotation_type=GENOME_FASTA"" --output trichoderma_harzianum_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003025095.1/download?include_annotation_type=PROT_FASTA"" --output trichoderma_harzianum_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003025095.1/download?include_annotation_type=GENOME_GFF"" --output trichoderma_harzianum_gff_download.zip",NCBI,
fusarium_proliferatum,fusarium_proliferatum_genomic.fna,fusarium_proliferatum_cds_from_gff.fna,fusarium_proliferatum.gff,fusarium_proliferatum,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900067095.1/download?include_annotation_type=CDS_FASTA"" --output fusarium_proliferatum_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900067095.1/download?include_annotation_type=GENOME_FASTA"" --output fusarium_proliferatum_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900067095.1/download?include_annotation_type=PROT_FASTA"" --output fusarium_proliferatum_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900067095.1/download?include_annotation_type=GENOME_GFF"" --output fusarium_proliferatum_gff_download.zip",NCBI,
grosmannia_clavigera,grosmannia_clavigera_genomic.fna,grosmannia_clavigera_cds_from_gff.fna,grosmannia_clavigera.gff,grosmannia_clavigera,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000143105.1/download?include_annotation_type=CDS_FASTA"" --output grosmannia_clavigera_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000143105.1/download?include_annotation_type=GENOME_FASTA"" --output grosmannia_clavigera_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000143105.1/download?include_annotation_type=PROT_FASTA"" --output grosmannia_clavigera_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000143105.1/download?include_annotation_type=GENOME_GFF"" --output grosmannia_clavigera_gff_download.zip",NCBI,
